Code article,Désignation,Marque,Modèle,Detail - القطاعي - LYD - Lybia,P.A HT
ARSB80551,سماعة دوش مع طوبو كروم,فينوس,HSS1520,75.0,48.0
WS10553,مقعد معلق راما أبيض,تركواز سيراستايل,راما,450.0,320.0
AECU50556,سيفون حوض المطبخ,TANFLEKS,,35.0,17.5
WS10557,مقعد معلق راما أبيض 134-1,راما,راما,450.0,310.0
WS10558,مقعد معلق راما أبيض 122-1,راما,راما,450.0,310.0
CE10560,سخانة 15 لتر,ارستون,COMPACT 15,920.0,595.0
WP20561,مقعد عربي بورسلين رصاصي,سانيتاري ويرز,K01,180.0,120.0
EG30564,حوض مطبخ جرانيت أسود محبب 80*50,سانيبال,فلورا,530.0,350.0
EG30568,حوض مطبخ جرانيت رملي محبب 47.5*47.5,سانيبال,ليكسوس,450.0,300.7
AASB30569,سلة قمامة استيل أسود ثقيل,سانيتاري ويرز,,120.0,95.0
AASB30570,سلة قمامة استيل ذهبي ثقيل,سانيتاري ويرز,,100.0,95.0
CE10571,سخانة 10 لتر,شافوتو,10L,780.0,615.0
ME10573,خلاط حوض المطبخ شجرة كروم,توريما,MERIDA 8Q52711-043,540.0,305.0
RD30578,حوض قدم خزف مربع 90*90 سم,سانيتاري ويرز,,210.0,137.0
LG40296,حوض رخامي كوارتز 80سم,سانيتاري واير,2608,700.0,500.0
EG40297,رف رخامي كوارتز 80سم,سانيتاري ويرز,2608,400.0,140.0
RD30579,حوض قدم مستطيل زاوية يسار اكريليك 120*80*14,ساناكريل,M309,900.0,700.0
LG40299,حوض وجه كوارتز مع رف مع مراية 80 سم,رويال,2608,1100.0,760.0
LG40300,حوض وجه كوارتز مع رف مع مراية 80 سم,سانيتاري واير,2610,1100.0,760.0
ML30304,مرايا حمام مع إضاءة لد 80*60 سم,سانيتاري ويرز,GAK24,180.0,85.0
ML30305,مرايا حمام مع إضاءة لد 80*60 سم,ستار سانيتار,18,180.0,80.0
ML30306,مرايا حمام مع إضاءة لد 60*80 سم,سانيتاري ويرز,22,160.0,85.0
EL10594,حوض مطبخ ستانلس ستيل 304 75*43,سانيتاري ويرز,,250.0,154.0
LG40605,حوض وجه كوارتز مع رف مع مراية 60 سم,سانيتاري ويرز,1-3-40,1100.0,700.0
ARSB80606,مخرج شطاف مع علاق كروم,أنكا,ANKA ANK-1014,100.0,64.0
EL10607,حوض مطبخ ستانلس ستيل 60*45 كروم,سانيتاري ويرز,,200.0,128.0
ME10607,خلاط حوض المطبخ شجرة أسود,سالرنو,HF-16,120.0,57.5
LG40608,حوض رخامي كوارتز 60*50سم,سانيتاري واير,1-3-40,550.0,350.0
MA20618,خلاط حوض المطبخ سحاب كروم,بن أمور,EY1252,550.0,115.0
VS10312,حوض وجه معلق 100 سم,تركواز سيراستايل,FRAME,600.0,350.0
MA20625,خلاط حوض المطبخ سحاب كروم مطفي,بن أمور,huang crown-A,230.0,110.0
ML10663,خلاط حوض وجه كروم,فينوس,CAMRY-C,230.0,143.0
RD30678,حوض قدم مستطيل شريحة 100*80سم,سانيبال,غلاكسيت,1050.0,775.0
RS40679,بلاط ارضيات بورسلين 120 سم * 60 سم (صندوق),سانيتاري ويرز,12291,64.8,56.12
ALVM50680,سيفون حوض الوجه ذهبي,دانيال,A740114DO,650.0,425.0
CI20314,خزان الصفاء 2000لتر,الصفاء,,650.0,560.0
MA20688,خلاط حوض المطبخ سحاب كروم مطفي,بن أمور,huang crown-B,280.0,110.0
AM0689,دولاب مع حوض وجه مع مراية حمام 80 سم,بن أمور,T305-8046,1250.0,700.0
AM0693,دولاب مع حوض وجه مع مراية حمام 60 سم,بن أمور,T305-6040,920.0,600.0
AM0698,دولاب مع حوض وجه مع مراية حمام 60 سم,بن أمور,60-C,950.0,180.0
PE30316,استوك 18 كغ,شركة الحيرة لدهانات,معون الحيرة,40.0,35.0
PE30317,استوك 4 كغ,شركة الحيرة لدهانات,معون الحيرة,20.0,15.0
PE30318,طلاء مائي داخلي 10 كغ أبيض نص لمعه,شركة الحيرة لدهانات,,160.0,150.0
PE30319,طلاء مائي داخلي 5 كغ أبيض نص لمعه,شركة الحيرة لدهانات,,85.0,75.0
PE30320,طلاء مائي داخلي 10 كغ أبيض ربع لمعه,شركة الحيرة لدهانات,,150.0,140.0
PE30351,طلاء مائي داخلي5 كغ أبيض ربع لمعه,شركة الحيرة لدهانات,,80.0,70.0
PE30325,طلاء مائي داخلي 18 كغ اقتصادي,شركة الحيرة لدهانات,200,70.0,60.0
PE30329,طلاء مائي داخلي 5 كغ اقتصادي,شركة الحيرة لدهانات,200,30.0,23.0
PE30327,طلاء مائي داخلي 5 كغ لاتكس,شركة الحيرة لدهانات,770,45.0,33.0
ARSB80708,سماعة دوش مع طوبو كروم,ليفرنو هوم,IAN 452821-2310,60.0,30.0
VS10321,حوض وجه معلق -130 سم,تركواز سيراستايل,CITY,750.0,300.0
AASB30712,صابونية كروم,بن أمور,مجموعة بن عمر,50.0,20.0
MC10714,مجرى 40 سم *7 سم كروم,لونج 304,LONG,250.0,145.0
PE30353,زمالطو ضد الصدأ 3 كغ اسود,دهانات المدينة مصراتة,,50.0,42.75
CC10323,صليبة بيضاء 1.5ملي,الشركة العالمية للتصدير و الإستيراد,,10.0,6.85
CC10326,كولة 560غ,بنتكول,C 400,35.0,25.5
ARSB80787,وجه خلاط دوش مدفون كروم,غروهي,6-6,350.0,175.0
RD30718,بانيوا زاوية تركي بعد سراميك 120*120,STELLE,SG,1000.0,600.0
PE30339,استوك 18 كغ,دهانات المدائن,,50.0,45.0
PE30823,استوك 18كغ,دهانات المدائن,,40.0,34.0
PE30400,طلاء المدائن 2000بلاستك 20كجم,دهانات المدينة مصراتة,,65.0,60.0
PE30401,طلاء مائي داخلي 18 كغ أبيض مطفي,دهانات المدائن,2002,85.0,78.0
PE30402,طلاء مائي داخلي 10 كغ أبيض ربع لمعه,دهانات المدائن,4000,190.06,120.0
PE30403,طلاء مائي داخلي 10 كغ أبيض نص لمعه,دهانات المدائن,4004,145.0,135.0
AM0337,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,8102,1500.0,985.0
AM0338,دولاب حمام 80 سم أبيض,سانيتاري ويرز,8103,500.0,230.0
AM0339,حوض وجه دولاب حمام -80 سم,سانيتاري ويرز,8103,500.0,300.0
AM40340,مراية دولاب حمام -80 سم,سانيتاري ويرز,8103,250.0,175.0
AB10341,خزانة حمام أبيض,سانيتاري ويرز,8103,400.0,280.0
AM0342,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,8103,1500.0,985.0
AM0343,دولاب حمام 80 سم أبيض,سانيتاري ويرز,8108,500.0,230.0
AM0344,حوض وجه دولاب حمام -80 سم,سانيتاري ويرز,8108,500.0,300.0
AM40345,مراية دولاب حمام -80 سم,سانيتاري ويرز,8108,250.0,175.0
AB10346,خزانة حمام أبيض,سانيتاري ويرز,8108,400.0,280.0
AM0347,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,8108,1500.0,985.0
AM0348,دولاب حمام 80 سم أبيض,سانيتاري ويرز,8109,500.0,230.0
AM0349,حوض وجه دولاب حمام -80 سم,سانيتاري ويرز,8109,500.0,300.0
AB10350,خزانة حمام أبيض,سانيتاري ويرز,8109,400.0,280.0
AM40351,مراية دولاب حمام -80 سم,سانيتاري ويرز,8109,250.0,175.0
AM0352,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,8109,1500.0,985.0
AM0353,دولاب حمام 80 سم أبيض,سانيتاري ويرز,8112,500.0,230.0
AM0354,حوض وجه دولاب حمام -80 سم,سانيتاري ويرز,8112,500.0,300.0
AB10355,خزانة حمام أبيض,سانيتاري ويرز,8112,400.0,280.0
AM40356,مراية دولاب حمام -80 سم,سانيتاري ويرز,8112,250.0,175.0
AM0357,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,8112,1500.0,985.0
AM0362,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,8110,1500.0,755.0
ARSB80723,كسكاس دوش دائري 250 مم كروم,ديولو,,70.0,38.0
RS40727,بلاط ارضيات بورسلين 60 سم * 60 سم (0.360 م²),سانيتاري ويرز,,50.0,45.0
ARSB80777,سماعة دوش مع طوبو كروم,ليسو,,100.0,45.0
ARSB80348,مخرج شطاف مع علاق كروم,deante,059k n01,170.0,85.0
PLSA0381,وردة كروم 1/2,SASSL,IT141,10.0,4.6
PLSA0382,وردة كروم 1/2,SASSL,IT143C,15.0,8.1
RO10383,مسكر زاوية ''1/2 * ''1/2 كروم,استرا,AP261,40.0,28.0
VS10738,حوض وجه معلق -80 سم,لابينو,3080,480.0,320.0
ML30743,مرايا حمام مع إضاءة لد-عرض 60*90 سم,ديولو,DE 025,200.0,120.0
ML30744,مرايا حمام مع إضاءة لد-عرض60*80 سم,ديولو,DE 022,150.0,81.0
VS10396,حوض وجه معلق -80 سم كريمة,تركواز سيراستايل,SHARP,1480.0,712.95
PE30498,فرشة طلاء ايطالية رقم70,فندر,,12.0,7.25
ARSB80799,شطاف ظغط مربعة مع طوبو كروم معا مخرج شطافة,اي ار بي,121101,250.0,120.0
AASB30408,حاملة فوط كروم,فينوس,IRIS02,120.0,75.66
AASB30410,صابونية كروم,فينوس,IRIS03,95.0,64.02
AASB30412,صابونية كروم,فينوس,SO-03,95.0,61.11
AASB30414,حامل ورق منظف كلينكس,فينوس,GR-06,110.0,68.87
ML30399,مرايا حمام مع إضاءة لد مع بخار 60 اطار كروم,سانيتاري ويرز,L806,350.0,218.25
EL10400,حوض مطبخ ستانلس ستيل 80*45 اسود,بريمكس,EC 06,650.0,426.8
AM0751,دولاب حمام -80 سم,سانيتاري ويرز,2609,900.0,600.0
VS10752,حوض وجه معلق 80 سم,سانيتاري ويرز,2609,550.0,295.0
AM0754,دولاب حمام مع حوض 80 سم,سانيتاري ويرز,2609,1450.0,895.0
ML30765,مرايا حمام ضد البخار مع إضاءة لد 60*60 سم,سانيتاري ويرز,1432,190.0,120.0
SA10771,طقم اكسسوار كروم,فيدار,,260.0,165.0
SA10772,طقم اكسسوار أسود,فيدار,,420.0,285.0
ME10774,خلاط حوض المطبخ شلال أسود,سانيتاري ويرز,KAT-2,220.0,99.0
ARSB87752,سماعة دوش مع طوبو أسود,سانيتاري واير,B-29,95.0,45.0
LG40779,حوض وجه برسلين مع رف 60 سم,رويال,YB14B-14,600.0,460.0
ARSB80436,سماعة دوش مع طوبو كروم,موباكس,30-651,75.0,32.5
ARSB80439,سماعة دوش مع طوبو كروم,ستار سانيتار,02-204,75.0,24.5
AM0801,دولاب حمام مع حوض وجه بالملحق مع مرايا لد -80 سم,سانيتاري ويرز,8107,1600.0,985.0
ARSB80808,كسكاس دوش دائري كبير شلال مع قصبة ملحومة كروم,ليسو,756,450.0,240.0
SA10814,طقم اكسسوار كروم,دودوس,,250.0,145.0
ARSB80817,شطاف ظغط دائري مع طوبو كروم,توريما,1372-03329-030 NEW,180.0,105.0
PS20819,علاقة مناشف زوجية كروم,توريما,1372-ACCESS-005,310.0,175.0
MLE40822,خلاط حوض وجه مدفون مع مصب أسود,توريما,BLOG 8G313BB-094,1560.0,895.0
ARSB80824,كسكاس دوش مربع 250*250 مم مع قصبة كروم,توريما,1372-15322-001,420.0,275.0
ARSB80825,كسكاس دوش دائري شريحه 250 مم مع قصبة كروم,توريما,1372-15237-002,430.0,285.0
ML30831,مرايا حمام مع إضاءة لد-طول 80*60 سم,ديولو,DE 007,150.0,81.0
SC10833,بوكس زاوية 200*120*80 سم كروم,سانيتاري ويرز,,1000.0,450.0
AM0837,دولاب حمام بالملحق مع مرايا لد -80 سم,سانيتاري ويرز,9622,1600.0,1075.0
AM0840,دولاب حمام بالملحق مع مرايا لد -80 سم,سانيتاري ويرز,9614,1600.0,1075.0
AM0844,دولاب حمام بالملحق مع مرايا لد -80 سم,سانيتاري ويرز,9615,1600.0,1075.0
AM0846,دولاب حمام بالملحق مع مرايا لد -80 سم,سانيتاري ويرز,9623,1600.0,105.0
AM0847,حوض وجه مع دولاب حمام -80 سم,سانيتاري ويرز,9623,1000.0,700.0
AB10848,خزانة حمام أبيض,سانيتاري ويرز,9623,430.0,270.0
AB10849,خزانة حمام أبيض,سانيتاري ويرز,9611,430.0,270.0
AM0850,دولاب حمام بالملحق مع مرايا لد -80 سم,سانيتاري ويرز,9611,1600.0,1075.0
AM0851,حوض وجه مع دولاب حمام -80 سم,سانيتاري ويرز,9611,1000.0,700.0
AM0852,دولاب حمام بالملحق مع مرايا لد -80 سم,سانيتاري ويرز,9616,1600.0,1075.0
WS10409,مقعد معلق رايملس كريمة,تركواز سيراستايل,IBIZA,1550.0,1062.15
VS10873,حوض وجه معلق -75 سم,تركواز سيراستايل,AQUA,750.0,491.0
PA30412,متر 3م,wehand,,8.0,4.75
PE30418,فوم 750غرام,كرفت,,26.0,22.5
ML10420,خلاط حوض وجه ذهبي,توريما,MERIDA,700.0,560.0
MA20876,خلاط حوض المطبخ سحاب أسود لامع,توريما,MOLLA 17527DM-T40,1200.0,685.0
VS10879,حوض وجه معلق أبيض- 50سم,ايجا فتريفاي,KARINA-64501101,450.0,300.0
VS10882,حوض وجه معلق60 سم أبيض,ايجا فتريفاي,LAGINA-35601101,300.0,100.0
CC10421,كولة بلاط أرضيات 25 كغ,DEUTSCH COLOR,C2,47.0,43.0
MC10885,سرفنتينة 15 سم * 15 سم كروم,أكوا بلاست,Q1515RS/5,120.0,59.0
RFP1422,فسيبلي خلاط سحاب,ليريا,NT-240401-12,40.0,20.0
DAF0888,دفاية أسود,سانيتاري ويرز,WL 27,600.0,360.0
SA10889,طقم اكسسوار كروم,ليسو,2693,300.0,175.0
RO10424,حنفية غسالة ''1/2 * ''3/4 كروم,بوڨاتي,Italian,40.0,27.5
LG40893,حوض وجه كوارتز مع رف مع مراية 80 سم,سانيتاري واير,W801,1100.0,870.0
ARSB88531,وصلة مسطرة دوش30سم,استرا,,25.0,10.0
ARSB85431,كسكاس دوش دائري شريحه 250 مم,توريما,1372-01480-001,280.0,165.0
LG40904,حوض وجه كواريون مع دولاب مع مراية 80 سم,سانيتاري واير,PL80-2,1500.0,940.0
RS40441,بلاط ارضيات كوطو 60سم * 60 سم (0.360 م²),سانيتاري ويرز,6600038,36.0,43.2
CD40912,مسطرة دوش زوجية كروم,سانيتاري ويرز,JR079-25,270.0,160.0
PD20919,حاجز دوش 8 مم مضبب90 سم,سانيتاري ويرز,PF40-16,650.0,410.0
PS20921,علاقة مناشف زوجية كروم,سانيتاري ويرز,WL-31,140.0,85.0
MD20926,خلاط دوش مع سماعة كروم,أيولي,9510 VIDA,465.0,310.0
MT30927,خلاط شطاف كروم,أيولي,9525-100 VIDA,360.0,235.0
ARSB80930,"مسكر شطافة ""1/2"" * ""1/2 كروم",ليسو,JR031-83,35.0,19.0
ARSB80933,مصب دوش مع تحويلة كروم,ليسو,JR031-57,180.0,95.0
LG40734,حوض مع رف كواريون كوارتز 100سم مع مراية,سانيتاري ويرز,S-100-4,1550.0,860.0
AB10745,خزانة حمام أبيض,سانيتاري ويرز,5,430.0,200.0
AM0763,دولاب حمام مع حوض 80 سم,سانيتاري ويرز,2611,1450.0,895.0
AM0764,دولاب حمام -80 سم,سانيتاري ويرز,2611,900.0,600.0
VS10765,حوض وجه معلق 80 سم,سانيتاري ويرز,2611,550.0,295.0
LG40766,حوض وجه برسلين مع رف 80 سم,رويال,R-L5,850.0,550.0
LG40767,حوض وجه برسلين 80 سم,رويال,R-L5,600.0,400.0
EG40768,رف حوض وجه برسلين 80 سم,رويال,R-L5,250.0,150.0
LG40769,حوض مع رف كواريون كوارتز 80سم أسود,سانيتاري ويرز,S80-2,1300.0,770.0
LG40770,حوض كواريون كوارتز80سم أسود,سانيتاري واير,S80-2,650.0,400.0
EG40771,رف كواريون كوارتز 80سم أسود,سانيتاري ويرز,S80-2,470.0,270.0
AM0776,حوض وجه مع دولاب حمام مع خزانة مع مراية -60 سم,سانيتاري ويرز,41,1500.0,1040.0
AM0777,حوض وجه مع دولاب حمام مع خزانة مع مراية -60 سم,سانيتاري ويرز,40,1500.0,1040.0
AM0778,حوض وجه مع دولاب حمام مع خزانة مع مراية -60 سم,سانيتاري ويرز,5,1500.0,100.0
AM0779,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,1,1650.0,1080.0
AM0780,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,38,1650.0,1080.0
ML10787,خلاط حوض وجه كروم,سانيتاري ويرز,OM-32C,350.0,210.0
LG40755,حوض وجه كوارتز مع رف مع مراية 80 سم,سانيتاري واير,0360-2-1,1200.0,700.0
AETS20445,نايلو صوبات 1(متر),شركة الغزالة لمواد البناء,,5.0,1.7
PE30443,غيار موس فرش 0.5 مم,فندر,,8.0,4.25
SA10463,طقم اكسسوار اسود,توريما,1372-KITACC-005,1750.0,1050.0
VS10466,حوض وجه وضوء معا خلاط معا سيفوني صرف,سانيتاري واير,,1750.0,1150.0
CE10472,سخانة 50 لتر,اكوالينا,,540.0,490.0
PE30476,شفاط خشبي,ABM,L6,160.0,79.5
CI20480,خزان النبع 1500لتر,الصفاء,,655.0,435.0
PE30462,لصقة مع مجفف 200 مل,ابل,,15.0,10.25
RA20482,مواسير 25'' لفة ضغط 16 100متر,فرات,بي بي ر - PPR,400.0,305.0
